,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
11257,13024,24h,I ate a delicious and healthy smoothie.,I ate a delicious and healthy smoothie.,True,1,enjoy_the_moment,enjoy_the_moment,1825,ate delicious healthy smoothie
11406,451,24h,I made a plan to meet with my Grandma today at lunch.,I made a plan to meet with my Grandma today at lunch.,True,1,affection,affection,26000,grandma lunch meet planned
11409,451,3m,Going on a road trip with my dad to a few different national parks was a great time.,Going on a road trip with my dad to a few different national parks was a great time.,True,1,affection,affection,33820,dad national park road time trip
11414,451,3m,I received 100% on my final paper for a 400 level course.,I received 100% on my final paper for a 400 level course.,True,1,achievement,achievement,46524,finally level paper received
11418,451,3m,I drank a lot with my buddy on my birthday.,I drank a lot with my buddy on my birthday.,True,1,bonding,bonding,52778,birthday buddy drank
11425,451,3m,My friend bought the Nintendo Switch and we played together.,My friend bought the Nintendo Switch and we played together.,True,1,bonding,bonding,60041,bought friend nintendo played switch
11430,451,3m,I was able to finally figure out what to do post graduation.,I was able to finally figure out what to do post graduation.,True,1,achievement,achievement,70754,figured finally graduation post
11432,451,3m,I found a new personal trainer to help me with fitness.,I found a new personal trainer to help me with fitness.,True,1,exercise,exercise,72525,fit found person trainer
11440,451,24h,"I had a good day at the gym, and lifted a lot.","I had a good day at the gym, and lifted a lot.",True,1,exercise,exercise,89821,day gym lifted
11445,334,24h,I picked up running again now that the winter weather has finally died down. I feel much better physically and emotionally because of it.,I picked up running again now that the winter weather has finally died down. I feel much better physically and emotionally because of it.,True,2,nature,nature,1335,died emotional feel finally physical picked run weather winter
11461,334,24h,I watched a movie I enjoyed on Netflix. I thought the characters were cool.,I watched a movie I enjoyed on Netflix. I thought the characters were cool.,True,2,leisure,leisure,29800,character cool enjoyed movie netflix watched
11469,334,3m,I went to get bagel sandwiches this morning with my girlfriend.,I went to get bagel sandwiches this morning with my girlfriend.,True,1,affection,affection,52736,bagel girlfriend morning sandwich
11470,334,3m,I found a new show that I like and binge watched it.,I found a new show that I like and binge watched it.,True,1,enjoy_the_moment,leisure,53731,binge found watched
11473,334,3m,I had a nice dinner at a new restaurant with my partner and thought the food was fantastic.,I had a nice dinner at a new restaurant with my partner and thought the food was fantastic.,True,1,affection,affection,60097,dinner fantastic food nice partner restaurant
11478,334,3m,I was able to put the profit from investments into my student loans.,I was able to put the profit from investments into my student loans.,True,1,achievement,achievement,70934,investment loan profit students
11487,334,24h,I found a deal on energy drinks and bought at least 15 of them for 22 cents each.,I found a deal on energy drinks and bought at least 15 of them for 22 cents each.,True,1,achievement,achievement,85640,bought cents deal drink energy found
11489,334,24h,I found mochi ice cream in the prepared foods section at the grocery store and it was exceptional.,I found mochi ice cream in the prepared foods section at the grocery store and it was exceptional.,True,1,leisure,achievement,87726,cream exceptionally food found grocery ice mochi prepared section store
11491,334,24h,"I was unable to recycle my large bag of pill bottles, so a lady came up and said she could use them for her art project.","I was unable to recycle my large bag of pill bottles, so a lady came up and said she could use them for her art project.",True,1,bonding,bonding,89717,art bag bottle lady pill project recycling unable
11766,117,24h,My brother bought home pizza,My brother bought home pizza,True,1,affection,affection,1348,bought brother home pizza
11787,117,3m,I bought a kitten,I bought a kitten,True,1,affection,achievement,33669,bought kitten
11790,117,3m,I got a free gift card to Starbucks,I got a free gift card to Starbucks,True,1,achievement,achievement,41906,card free gift starbucks
11812,117,3m,My brother brought home blueberry muffins home,My brother brought home blueberry muffins home,True,1,affection,affection,74533,blueberry brother brought home home muffins
11815,117,3m,I got employee of the month award for this month,I got employee of the month award for this month,True,1,achievement,achievement,77421,award employee
11885,621,3m,I spent time watching anime with my significant other.,I spent time watching anime with my significant other.,True,1,affection,affection,45356,animals significant spent time watched
11895,621,3m,I watched a movie with my family,I watched a movie with my family,True,1,affection,affection,69398,family movie watched
11911,621,24h,"My friends and I are planning to hangout tomorrow, can't wait!","My friends and I are planning to hangout tomorrow, can't wait!",True,1,bonding,bonding,88829,friend hangout planned tomorrow waiting
11914,621,24h,I was walking last night and the sound the trees made blown by the wind made me happy.,I was walking last night and the sound the trees made blown by the wind made me happy.,True,1,nature,nature,91321,blown night sound tree walk wind
11929,34,24h,I smoked some weed with my very close friends.,I smoked some weed with my very close friends.,True,1,bonding,bonding,1353,close friend smoking weed
11932,34,24h,I finished writing my music album.,I finished writing my music album.,True,1,achievement,achievement,3445,album finished music writing
11934,34,24h,I played a video game with my friend.,I played a video game with my friend.,True,1,bonding,bonding,6088,friend game played video
11947,34,24h,I ate pizza with my friends.,I ate pizza with my friends.,True,1,bonding,bonding,19955,ate friend pizza
11951,34,24h,I helped create music with my friend.,I helped create music with my friend.,True,1,bonding,bonding,23275,created friend helped music
11952,34,24h,I played good video games with my close friends.,I played good video games with my close friends.,True,1,bonding,bonding,24639,close friend game played video
11961,34,3m,I graduated with my master's degree/,I graduated with my master's degree/,True,1,achievement,achievement,41270,degree graduation masters
11967,34,3m,I bought a new Legend of Zelda Game.,I bought a new Legend of Zelda Game.,True,1,achievement,achievement,51731,bought game legends zelda
11972,34,3m,I hung out with my old friends.,I hung out with my old friends.,True,1,bonding,bonding,56636,friend hung
11974,34,3m,I made  a few new female friends.,I made  a few new female friends.,True,1,bonding,bonding,58751,female friend
11978,34,3m,I bought a new laptop.,I bought a new laptop.,True,1,achievement,achievement,62550,bought laptop
11981,34,3m,I bought a new gaming console.,I bought a new gaming console.,True,1,achievement,achievement,68767,bought console game
11991,34,3m,I got some good Pan Asian food.,I got some good Pan Asian food.,True,1,enjoy_the_moment,enjoy_the_moment,78457,asian food pan
11998,34,24h,I bought a new laptop.,I bought a new laptop.,True,1,achievement,achievement,85502,bought laptop
12000,34,24h,I drove hom eot visit my family.,I drove hom eot visit my family.,True,1,affection,affection,90260,drove eot family hom visit
